2022/02/10 14:56:47,春学期,Academic Skills (Writing) Ls A,友田路,文学部,4,4,4,4,課題(問題演習や小レポートなど),ふつう,なし,,あり,プレゼンのための座学→実践の繰り返し。先生は優しい。日本語も話してくれる。英語話せなくてもやる気を見せればなんとかなる。安易に欠席するとプレゼンが大変になるから注意。
2022/02/11 14:27:39,春学期,Academic Skills (Writing) Ls B,赤間勇雄,文学部,5,5（易しい、面白い）,4,3,課題(問題演習や小レポートなど),ふつう,オンラインテスト,ふつう,あり,選択英語の中では負担が軽い方だと思います。毎週ライティングの課題が出されましたが、そこまで文量は求められないので、授業がとりやすい一年生のうちに履修しておくことを個人的にはおすすめします。
2022/02/07 11:40:27,春学期,Academic Skills (Writing) Ls D,赤間勇雄,文化構想学部,5,4,4,4,"課題(問題演習や小レポートなど), 小テスト, リアクションペーパー",ふつう,期末レポート,きつい,あり,YouTubeでの文章書き方レッスン&小テスト→自分で書く、の繰り返し　自分で書く回は少しきつい。期末にある集大成のものも参考文献を集めたりと本格的なので結構大変。しかし、身につくものはとても大きく、日本語のレポートにも役立つスキルなので、早いうちに一度受けておくと後々役立つ。　指示(アカデミックライティングをする上でのex. 名前や参考文献の位置など)通りに授業を受けていれば(文章を書ければ)高評価は難しくない。
2022/02/11 14:32:36,秋学期,Academic Skills (Writing) Ls E,Ｐ．Ｒ．マッキネス,文学部,3,4,4,3,課題(問題演習や小レポートなど),きつい,オンラインテスト,ふつう,あり,ライティングの授業ですが、Collaborate内のブレイクアクトルームでグループワークのようことを求められます。会話しなくてもできる課題も多いのでそこまで負担ではないかもしれませんが、一応声が出せる環境での受講をおすすめします。課題は二週間に一度ライティングの課題を出されますが、きちんとやっていればA+はくるかと思います。ただかなり文量が求められるのであまり楽ではないように感じました。
2022/02/24 16:47:38,春学期,Academic Writing and Discussion in English　α,ウェナーマーク・エリック・ピータ,政治経済学部,3,3,3,3,"課題(問題演習や小レポートなど), 小テスト",ふつう,なし,,あり,5回に1度対面の授業があるが、基本的にはオンライン。いわれる課題をしっかりやれば単位は落とさない。
2022/02/23 23:35:24,春学期,Academic Writing and Discussion in English　α,パリシュ　ロリ,グローバルエデュケーションセンター（GEC),1,1（難しい、つまらない）,1（難しい、つまらない）,2,"課題(問題演習や小レポートなど), 小テスト",きつい,期末レポート,きつい,あり,兎に角先生が厳しい\nしんどいが耐えろ
2022/02/13 0:32:48,秋学期,Academic Writing and Discussion in English α,ベイ・シャローム,政治経済学部,5,4,4,4,課題(問題演習や小レポートなど),,期末レポート,,あり,オンラインの時だったけど、いつも授業の最初はhow are you？っていうのをクラス全員でリレーして緩くスタート。レポートの参考文献の書き方を細かく教えてくれる。先生の発音が綺麗すぎてわかりやすい最終レポートは何回か下書きで書いて蓄積されたものを出すだけだからキツくない。レポートにもしっかりコメントしてくれて面倒見が良い。誕生日の人は祝ってくれた時もあった。毎回60分で授業が終了していたような
2022/02/20 15:50:59,春学期,Academic Writing and Discussion in English α ４４,久保岳夫,政治経済学部,3,5（易しい、面白い）,4,2,課題(問題演習や小レポートなど),,なし,,あり,真面目な雰囲気の日本人の先生だが、堅苦しい感じはない。先生の雰囲気のせいかは分からないが、他のクラスは生徒同士ほぼ仲良くなるらしいが、うちのクラスは全く仲良くならなかった。添削はとても丁寧にしてくれる。
2022/02/11 10:23:55,秋学期,Academic Writing and Discussion in English α ８３,笹沼塩美,政治経済学部,1,3,3,1（難しい、つまらない）,"課題(問題演習や小レポートなど), 小テスト",きつい,期末レポート,きつい,あり,単位はなんとかなるが先生と合わない人が多い。
2022/02/23 23:37:17,春学期,Academic Writing and Discussion in English　β,パリシュ　ロリ,グローバルエデュケーションセンター（GEC),1,1（難しい、つまらない）,1（難しい、つまらない）,1（難しい、つまらない）,"課題(問題演習や小レポートなど), 小テスト",きつい,期末レポート,きつい,あり,単位とるのは至難の業\n多分出席せずに別の先生のAWADEを取り直すほうが早い
2022/02/07 0:53:45,秋学期,Bioethics Family and the Law,横野恵,社会科学部,4,4,3,2,リアクションペーパー,,なし,,あり,一回のプレゼンテーションがあるのみと出席なのでプレゼンテーションに力を入れた方がいいです。あとは、ディスカッションに参加することです。とても負担が少ない授業です。
2022/02/11 21:37:13,秋学期,Biological Physics,由良敬,国際教養学部,5,4,5（易しい、面白い）,2,小テスト,楽,オンラインテスト,楽,あり,楽単です！やることをしっかりやれば絶対A以上とれます！内容としては難しくない。
2022/02/22 2:40:38,春学期,Bon Dance,弓削田綾乃,グローバルエデュケーションセンター（GEC),5,5（易しい、面白い）,5（易しい、面白い）,5（易しい、面白い）,リアクションペーパー,楽,なし,,あり,一限なのがネック。でも今年は開始時間を遅くしてくれたからましだった。内容は興味がある人は本当に楽しいと思う。一芸が身につくかも。要領には英語で授業とあるが、ほとんど英語は使わない。
2022/02/21 23:07:50,秋学期,Chinese I ,永井鉄郎/ 井口博文,国際教養学部,1,2,1（難しい、つまらない）,1（難しい、つまらない）,なし,,ペーパーテスト,きつい,あり,教授が怖いのでおすすめしません！\n普段はオンラインでテストのみ対面。計4回のテストがある。片方の教授は優しく教えてくれるが、もう一方がとにかく怖い。生徒の発音が下手だとすぐにイライラするし、指名するときに「〇〇（苗字）とかいう人」と言ってくる。なぜか常に不機嫌。
2022/02/07 22:05:03,春学期,Communication Strategies 1,ヨセフ　マイケル　カリーム,先進理工学部,4,3,3,3,課題(問題演習や小レポートなど),,オンラインテスト,,あり,カメラは基本オフです
2022/02/10 6:31:11,春学期,Communication Strategies 1,レイナ・マイケル・ジェイムズ,基幹理工学部,5,5（易しい、面白い）,4,4,課題(問題演習や小レポートなど),楽,オンラインテスト,ふつう,あり,課題の評価は甘くはないので頑張っても高評価にならないこともあるが、きちんと採点した上での妥当な評価であるため、納得出来る。課題もキツくないので息抜きになる。
2022/02/07 20:02:08,秋学期,Communication Strategies 2,ヨセフ　マイケル　カリーム,先進理工学部,4,3,2,3,"課題(問題演習や小レポートなど), 小テスト",,オンラインテスト,,あり,ブレイクアウトルームは日本語です！
2022/02/16 0:01:47,春学期,Concept Building And Discussion 1,ウォン・エリック・ジェームズ,創造理工学部,2,4,3,2,課題(問題演習や小レポートなど),,期末レポート,,あり,早口だからいちいち質問して確認すべき。
2022/02/22 3:15:14,秋学期,Critical Reading and Writing（基礎） ０５,近藤悠介/小西隆之,グローバルエデュケーションセンター（GEC),4,3,3,5（易しい、面白い）,なし,,期末レポート,きつい,あり,英語だいぶ話せないときっつい。でも身になっている感がすごい。
2022/02/10 23:38:07,春学期,Culture in Context,フィールド・マルコム,国際教養学部,5,4,4,5（易しい、面白い）,課題(問題演習や小レポートなど),楽,期末レポート,ふつう,なし,先生は生徒にかわいいって言われることが理解できないようです。かわいいね！課題は中間はペアで、期末は個人でやります。どっちもやれば普通に評価と単位がきます。授業内容もおもしいし、楽単だし、めちゃくちゃおすすめです。
2022/02/11 21:42:24,春学期,Cプログラミング入門　基幹(5),鮑思雅,基幹理工学部,3,3,2,4,課題(問題演習や小レポートなど),,期末レポート,,あり,毎週課題が出るが、提出期限を過ぎたものは採点するのに内容を問わず必ず0点がつくので注意。課題も難しいものが含まれており、課題の合計点がそのまま100点満点で成績に算出される。A+はプランニングが得意な人間か、他力本願の人のどちらか。
2022/02/21 22:54:12,春学期,Dinosaurs: Discovery and Research,平山廉,国際教養学部,5,4,4,2,リアクションペーパー,楽,期末レポート,ふつう,あり,超有名楽単講座。ただ、教授の英語はかなりのジャパニーズイングリッシュで聞き取りづらく、またよく日本語の映像を流すので、留学生で日本語が苦手な人や英語でしっかりと受けたい人には不向き。\n期末で爬虫類に関するレポートを何かしら書けば必ず単位はもらえる。ちょっと多めに書き早めに提出すれば、A+も取れる。
2022/02/13 0:21:11,秋学期,English Language Course (Global Issues)　１６,ブリンクマン・ブルース,政治経済学部,4,4,3,4,課題(問題演習や小レポートなど),,ペーパーテスト,,あり,授業前半は英語で世界のニュースについて議論するので、新聞を読むと授業でたくさん発言できて平常点アップ。成績は試験の割合が大きい割に、明確に試験範囲を教えてくれなかったのが難点だが、最終試験以外は課題も出席も緩くて、議論の時間以外はずっと先生が一人で喋っているから授業を受けるのは楽。プレゼンは期末に一回あるが、どのプレゼンも褒めてくれた。試験は、日々の先生の独り言の内容と、自分とクラスメイトのプレゼン内容から穴埋めで出されるので、きちんと聞いておくべき。マイルの評価も低いし受講者が6人で人気ないのかと思ったら、意外と先生がフレンドリーでSDGsとか最近の話題を扱ってくれる面白い授業だった。
2022/02/07 23:09:36,秋学期,English Language Course (News English) ０７,宮崎修二,政治経済学部,4,5（易しい、面白い）,4,3,課題(問題演習や小レポートなど),楽,ペーパーテスト,楽,あり,教科書をただ進めるだけ。補足プリントもたくさんあるが、中間、期末の前にまとめたプリントを配ってくれるので、まあなんとかなる
2022/02/21 23:11:30,秋学期,English Plus (Speech and Public Speaking),浅利庸子,国際教養学部,5,4,4,5（易しい、面白い）,なし,,ペーパーテスト,ふつう,あり,スピーチのコツを学ぶ授業なので、期末の時期に一人約8分間のスピーチを発表する機会がある。有名な人のスピーチから特徴を分析していく。人前に立って話すことが苦手な人にはおすすめしない。\n教授がとても可愛らしい方で、いつも笑顔でスピーチに関する面白い話をしてくださる。
2022/02/10 23:33:32,秋学期,English Plus (Speech and Public Speaking),浅利庸子,国際教養学部,5,5（易しい、面白い）,5（易しい、面白い）,4,小テスト,楽,期末レポート,楽,あり,毎回出席して、最後スピーチをすれば単位は来ます。内容もそんな難しくはない。
2022/02/07 12:06:22,秋学期,English: Theme １０（秋）,下田啓,法学部,5,5（易しい、面白い）,5（易しい、面白い）,5（易しい、面白い）,"課題(問題演習や小レポートなど), 小テスト",ふつう,期末レポート,楽,なし,フルオンデマンドで2週に1回くらい課題が出されます。大体が音声を聞いてGoogleフォームの問に答える形式でした。音声のトピックは法律に関する感じで、易しすぎずちょうど良いと思います。中間テストと期末レポートがあります。中間テストはそれまでに取り扱ったトピックから問題が出されて、期末レポートは、海外の法律問題について取り上げるものでした。1000wordsなので楽です。
2022/02/09 18:28:02,春学期,English: Theme １１（春）,長谷川秀子,法学部,5,5（易しい、面白い）,5（易しい、面白い）,4,課題(問題演習や小レポートなど),楽,なし,,あり,日本の文化を英語で読んでいく。馴染みある日本の話だから文章は読みやすい。グループワークが多く、発言量が重要であるが、話すことが苦手でもついて行くことはできるため、安心して受講できる。
2022/02/11 2:28:32,秋学期,English: Theme ２１（秋）,広川治,法学部,3,5（易しい、面白い）,2,4,課題(問題演習や小レポートなど),ふつう,期末レポート,きつい,なし,映画のセリフやスピーチを聴き、 シナリオ のセリフを読み、映画を数本見て、レポート を書く。計７本くらい映画を見るので、洋画好きにはたまらないが、忙しい人にとってはきつい。課題をサボらず出せば、単位を落とすことはなく、単位を落としそうな人には救済もある。一方、A＋は上位数名しかとれないらしい。1000wordsエッセイは法学部２年生の宿命なので、テーマにしたい映画を視聴するときから、書きたい内容をピックアップしてメモっておこう。
2022/02/09 22:21:41,春学期,English: Theme ３５（春）,古川恵美,法学部,4,4,2,3,課題(問題演習や小レポートなど),ふつう,なし,,あり,教科書の内容は難しくなく、授業後の課題をやっておけば出席点がもらえる。しかし、引用が厳しく、日本語文献だけでレポートを作成するよりも、英語文献を探して作ることが重要である。
2022/02/14 23:39:29,秋学期,English: Theme ４０（秋）,首藤佐智子,法学部,3,5（易しい、面白い）,5（易しい、面白い）,3,課題(問題演習や小レポートなど),ふつう,期末レポート,ふつう,あり,・話を聞いていないと判断されたら欠席扱いになるから、zoom中はスマホを見るのを避けた方がいいの。\n・吃りながらの英語でも、カンペを見ずにプレゼンできたら高評価なの。\n・司法通訳に関するレポートを出してプレゼンすれば、単位は来るの。\n・先生はひたすら話すの。私たちの発言の機会は少ないの。
2022/02/10 23:49:24,春学期,English: Theme ４８（春）,間晃郎,法学部,2,4,4,2,リアクションペーパー,ふつう,期末レポート,きつい,あり,ロミオとジュリエット及び古典英語について扱う。オンデマンド動画で、毎回出される軽い英語の課題を提出する。授業として重いわけではないが、なんとなくダルい。あと1000wordsエッセイのテーマ発表が遅いのがとにかくゴミ。英語の授業のなかでは中の上くらいの楽さなので、困ったらとろう。
2022/02/07 22:41:18,秋学期,English: Theme ５２（秋）,中澤はるみ,法学部,4,3,3,3,課題(問題演習や小レポートなど),ふつう,オンラインテスト,ふつう,あり,ビートルズが好きな人にオススメ
2022/02/07 22:44:26,秋学期,English: Theme ５５（秋）,加藤順子,法学部,4,3,3,3,課題(問題演習や小レポートなど),ふつう,ペーパーテスト,ふつう,あり,試験は頑張った方が良い
2022/02/09 20:48:33,春学期,English: Theme ５７（春）,森本美樹,法学部,5,5（易しい、面白い）,3,3,課題(問題演習や小レポートなど),楽,期末レポート,きつい,あり,themeの楽単堂々のベスト3入り。\n毎週Moodleに上がる超楽な課題と簡単なフォーラムを書けばOK。 しかも期末のエッセイの参考になるような課題が多く、期末直前は何もない週もある。たぶんもりもっちゃんの前世は天使。その評判から秋の英語の抽選では鬼のような倍率を記録した(っぽい)ので、抽選に通るまでが鬼門。ちなみに成績はその人の英語力に比例します( ^ω^ )
2022/02/07 12:01:46,秋学期,English: Theme ６２（秋）,小林亜紀子,法学部,5,5（易しい、面白い）,5（易しい、面白い）,5（易しい、面白い）,"課題(問題演習や小レポートなど), 小テスト, リアクションペーパー",楽,期末レポート,楽,あり,授業前までに事前課題を出して、毎週その答え合わせを授業で行う形式でした。映画を取り扱うクラスなので授業中に映画鑑賞もできて楽しいです。期末レポートも感想文みたいな感じで楽でした！
2022/02/11 12:25:38,秋学期,English: Theme ７３（秋）,吉田聡,法学部,5,5（易しい、面白い）,4,5（易しい、面白い）,課題(問題演習や小レポートなど),楽,ペーパーテスト,楽,あり,シェイクスピア作品について、映画を見ながら学ぶ。控えめに言って神授業。以下神ポイントを記述する。\n①1000wordsエッセイが実質ない\n　２年のthemeは原則として、1000wordsエッセイを半期に２つ書かされる。しかし、吉田さんはこのエッセイを分割し、「200～250wordsのエッセイを」「授業内に」「電子辞書を使って」書かせてくれる。しかもテーマは「〇〇の性格を分析しなさい」というようなごく簡単なものばかり。正直この点だけで法学部の英語ナンバー１。\n②試験が簡単\n　期末試験は、授業後moodleにアップされる「復習用ファイル」から出題される。実力問題もあるが、そちらは辞書参照可能なので、早稲法に受かる程度の英語力があれば、A＋は固い。\n③普通に勉強になるし面白い\n　これは主観なので実際に受けて確認してみてね♡\nただ、前期と後期で内容が重複するらしく、１生徒が２回吉田さんの授業を受けることはやめてね🥰とのこと。
2022/02/11 11:41:03,秋学期,First Year Seminar A,上杉勇司,国際教養学部,5,5（易しい、面白い）,5（易しい、面白い）,5（易しい、面白い）,リアクションペーパー,楽,なし,,あり,超楽だし面白いです。
2022/02/11 9:09:35,春学期,First Year Seminar A,長坂真澄,国際教養学部,4,4,4,4,課題(問題演習や小レポートなど),ふつう,期末レポート,ふつう,あり,日本語で行われる授業だが、時たま先生が間違えて英語で話してたりする。哲学について、答えのない深い話を同じグループの友達と話し合えて楽しい。レポートを出せば単位は来る。A +をとるのは難しい。
2022/02/21 22:58:26,春学期,First Year Seminar B,ステレンバーグ・マシュー・ケイン,国際教養学部,4,3,3,4,"課題(問題演習や小レポートなど), 小テスト",きつい,期末レポート,きつい,あり,心理学についてディスカッション形式で学ぶ授業。\n毎回教科書の指定箇所を読み質問を考える課題と、授業の初めに小テストがあり、やることが多い。また2つのエッセイと一人5分程度のプレゼンもある。ただ、授業内容は面白く真面目に受けて発言もしていればA+も取れる。
2022/02/11 22:02:38,春学期,First Year Seminar B,ドゥテ・シルヴァン・マッチュウ・ジュリアン,国際教養学部,4,4,3,4,課題(問題演習や小レポートなど),ふつう,期末レポート,ふつう,なし,ディスカッションベースの授業だが、発言量がみられるわけではなく、レポートの方が比重が高い。
2022/02/11 9:33:16,秋学期,First Year Seminar B,トレンソン・スティーブン,国際教養学部,4,3,3,3,"課題(問題演習や小レポートなど), 小テスト, リアクションペーパー",きつい,オンラインテスト,ふつう,あり,毎回出席し、課される課題を締め切り期限内に提出する。また、動画を最後まで見切る。
2022/02/12 18:46:07,春学期,First Year Seminar B,加藤順子,国際教養学部,5,4,4,4,なし,,期末レポート,ふつう,あり,アメリカ奴隷についての授業で、先生がすごくいい人。毎週出席し、たまに発言し、プレゼンをペアで行い、期末レポートを提出すれば単位は来る。
2022/02/07 0:57:21,秋学期,Food Security and Agricultural Policy,スナムラメシュクマラ,社会科学部,5,3,3,3,リアクションペーパー,,なし,,あり,ディスカッションとファイナルエッセイで単位が決まるのでその二つを押さえておけば大丈夫です。教授も内容も面白いので飽きないような授業でした。
2022/02/17 9:58:51,秋学期,FORTRANプログラミング　情報・機航・電子物理・表現・通信・国際,伊藤　国浩,基幹理工学部,4,5（易しい、面白い）,5（易しい、面白い）,4,課題(問題演習や小レポートなど),,期末レポート,,なし,スライド見ながら課題をやる。提出期限直前になると回答例がアップされるので、最悪それを写せばなんとかなる。
2022/02/23 13:43:26,春学期,French II,服部カトリーヌ,国際教養学部,3,4,3,3,"課題(問題演習や小レポートなど), 小テスト",,ペーパーテスト,,あり,先生がめちゃくちゃ天然です。説明があまりないので、ちゃんと教えてほしい人には向かないかもしれません。
2022/02/23 14:06:22,春学期,French Plus I (Sounds Texts and Society) 01,ドゥテ・シルヴァン・マッチュウ・ジュリアン,国際教養学部,5,3,4,5（易しい、面白い）,なし,,期末レポート,ふつう,あり,とても有益な授業でした。先生はユーモアもありつつしっかりと教えるべきことを教えてくれます。フランス語を勉強したい人はぜひ取るべき授業です。
2022/02/07 1:02:32,秋学期,Global Food Security : Demand and Supply Challenges,弦間　正彦,社会科学部,4,4,4,2,"課題(問題演習や小レポートなど), 小テスト",ふつう,オンラインテスト,,なし,オンデマンドなのでとても楽です。小テスト／課題が3回あるけど、そんなに難しくなりです。授業を聞いていれば多分解けるような問題です。時々スライドのどこからどこを見ればいいのかも記載されているので助かります。
2022/02/21 23:06:40,秋学期,History of Mathematics,Nathan Camillo Sidoli,国際教養学部,3,2,2,2,課題(問題演習や小レポートなど),ふつう,オンラインテスト,きつい,あり,普段から予習や復習をちゃんとやっておかないと、中間・期末試験はかなりきつい。しかし、先生は優しいので、提出の延長などは真摯に頼むと認めてくれる。
2022/02/16 17:16:09,秋学期,History of Modern Japan　01,岡本公一,国際教養学部,3,5（易しい、面白い）,2,2,"課題(問題演習や小レポートなど), 小テスト",,オンラインテスト,,なし,主に戦時中の歴史を例に取り上げて歴史の読み解き方を学ぶが、ほぼ教授の趣味の範囲。教授の英語がカタコトなのでわかりにくい。日本語だったら面白かったかも。
2022/02/10 18:24:23,秋学期,Intensive French I,メール・フランク・アルノー/ベルテ・ディディエ,国際教養学部,3,3,3,3,課題(問題演習や小レポートなど),ふつう,ペーパーテスト,ふつう,あり,出席点が50%を占める
2022/02/15 17:27:46,秋学期,Intensive Studies 22 (Education 2),梅宮悠,文学部,4,4,4,3,なし,,なし,,あり,英語さえできてプレゼン嫌いじゃなければ楽
2022/02/13 22:06:40,春学期,Intermediate Seminar,伊藤剛,国際教養学部,5,5（易しい、面白い）,5（易しい、面白い）,5（易しい、面白い）,なし,,なし,,あり,先生は教授じゃなくて講師として来てる会社の社長。内容は学問的なことよりコミュニケーション方法や伝えたいことを伝える事をメインに授業が行われる。右脳がとてつもなく働く
2022/02/23 13:56:32,春学期,Intermediate Seminar,張　望,国際教養学部,4,3,3,5（易しい、面白い）,課題(問題演習や小レポートなど),ふつう,期末レポート,ふつう,あり,学期の前半は持ち回りで教科書のプレゼンをします。後半は期末レポートのテーマを決めてプレゼンをし、その後レポートを書き上げます。先生はおしゃべりです。
2022/02/22 17:30:28,秋学期,Intermediate Seminar,長坂真澄,国際教養学部,3,4,4,2,課題(問題演習や小レポートなど),きつい,なし,,あり,ディスカッションにしっかり参加しなければならないので大変だが、興味のある人にとっては面白い授業だと思う
2022/02/21 14:02:41,秋学期,International Business Law,ラーデマッハ・クリストフ,法学部,4,4,3,3,なし,,ペーパーテスト,楽,あり,法学部の英語授業だけど、テストは電子機器以外資料持ち込みOK参照OKなのでとても楽。授業は座席表を見ながら当てるのでちゃんと聞いていないと答えられない。でも授業内容はためになるしテストは楽すぎたのでおすすめ。
